player_name,age,height,weight,overall_rating,penalties,nb_match,aggression,preferred_foot
Riccardo Montolivo,31,182.88,174,79,76,42,68,right
Rio Mavuba,31,172.72,163,79,57,15,78,right
Roberto Soldado,31,180.34,163,79,80,37,73,right
Roberto Trashorras,35,177.8,157,79,71,23,81,right
Rodrigo Palacio,34,175.26,154,79,79,43,79,right
Roman Weidenfeller,36,190.5,198,79,17,25,38,left
Ron Vlaar,31,187.96,174,79,70,28,78,right
Ruben Castro,34,175.26,159,79,76,26,50,right
Saul Niguez,22,180.34,154,79,54,27,66,left
Sebastian Rode,26,177.8,161,79,51,18,85,right
Serdar Tasci,29,185.42,176,79,42,19,75,right
Sergio Canales,24,177.8,143,79,66,23,55,left
Sergio Garcia,32,175.26,159,79,77,18,60,right
Seydou Doumbia,29,177.8,170,79,79,30,65,right
Simone Zaza,25,185.42,183,79,72,32,68,left
Stefan Daniel Radu,30,182.88,174,79,57,32,75,left
Stefan Kiessling,32,190.5,181,79,79,27,77,right
Stephan El Shaarawy,24,177.8,159,79,72,38,54,right
Steven Nzonzi,27,190.5,165,79,57,26,83,right
Thierry Henry,38,187.96,183,79,73,48,61,right
Tim Howard,37,190.5,194,79,43,24,32,right
Tomas Rosicky,36,177.8,143,79,74,39,74,right
Tony Jantschke,26,177.8,170,79,51,23,77,right
Vladimir Weiss,25,172.72,157,79,67,17,62,right
Yoann Gourcuff,30,185.42,174,79,78,28,68,right
Zoran Tosic,29,170.18,157,79,67,23,63,left
Adam Johnson,28,175.26,139,78,68,25,62,left
Adrian,29,187.96,170,78,44,28,38,right
Adrian Ramos,30,185.42,165,78,72,33,58,right
"Afonso Alves,24",29,185.42,163,78,83,7,46,right
Alejandro Daro Gomez,28,165.1,150,78,66,28,56,right
Aleksandar Kolarov,31,187.96,183,78,74,29,84,left
Alex Oxlade-Chamberlain,23,175.26,154,78,69,23,66,right
Alex Song,29,185.42,163,78,66,21,83,right
Alexander Dragovic,25,185.42,174,78,65,19,69,right
Alexander Meier,33,195.58,212,78,82,35,60,right
Alvaro Dominguez,27,187.96,183,78,50,36,85,left
Andreas Samaris,27,187.96,176,78,66,27,88,right
Anthony Martial,21,180.34,168,78,71,30,62,right
Anthony Modeste,28,187.96,185,78,77,31,77,right
Antonio Mirante,33,193.04,174,78,21,21,32,right
Ari,31,198.12,172,78,12,21,35,right
Atiba Hutchinson,33,187.96,161,78,76,28,69,right
Balazs Dzsudzsak,30,177.8,159,78,85,30,53,left
Beto,33,182.88,179,78,23,19,29,right
Bruno Alves,35,187.96,183,78,75,41,90,right
Bruno Martins Indi,24,185.42,176,78,42,29,87,left
Bryan Ruiz,31,187.96,172,78,71,37,33,left
Carlos Martinez,29,187.96,174,78,43,22,58,right
Charles Aranguiz,27,170.18,154,78,88,19,58,right
Cheik Tiote,29,180.34,190,78,52,24,92,right
Christian Gentner,31,187.96,179,78,65,25,72,right
Christian Panucci,36,182.88,161,78,70,4,74,right
Christoph Kramer,25,190.5,176,78,47,33,79,right
Christophe Jallet,33,177.8,143,78,71,29,77,right
Claudio Yacob,29,180.34,161,78,66,19,80,right
Cristian Tello Herrera,25,177.8,143,78,56,28,48,right
Daniel Caligiuri,28,182.88,174,78,80,25,59,right
Daniel van Buyten,36,198.12,209,78,52,17,88,right
Daniele Baselli,24,182.88,154,78,75,30,66,right
Daniele Rugani,22,190.5,181,78,29,35,72,right
Danny Rose,26,172.72,159,78,57,29,76,left
David Beckham,38,182.88,165,78,70,14,81,right
David Ospina,28,182.88,174,78,26,23,20,right
Dejan Stankovic,35,180.34,165,78,72,19,73,right
Diego Forlan,35,180.34,172,78,81,22,49,right
Diego Milito,37,182.88,172,78,87,37,46,right
Dieumerci Mbokani,31,185.42,161,78,72,21,68,right
Dusan Tadic,28,180.34,168,78,81,25,56,left
Eduardo Vargas,27,175.26,154,78,70,27,60,right
Emiliano Insua,26,180.34,174,78,69,19,79,left
Emir Spahic,35,185.42,179,78,46,25,91,left
Emmanuel Adebayor,32,190.5,181,78,79,31,70,right
Esteban Cambiasso,36,177.8,172,78,75,36,80,left
Ezequiel Lavezzi,31,172.72,165,78,69,31,76,right
Fabian Ernst,32,182.88,176,78,70,7,82,right
Fabian Johnson,29,182.88,163,78,53,30,74,right
Fabinho,22,187.96,172,78,71,23,82,right
Fabio Quagliarella,33,180.34,174,78,77,42,44,right
Faouzi Ghoulam,25,187.96,176,78,76,26,74,left
Federico Fernandez,27,190.5,183,78,42,21,78,right
Felipe Caicedo,28,182.88,185,78,73,22,81,left
Felipe Pardo,26,177.8,185,78,67,22,80,right
Fernando,29,185.42,168,78,54,75,87,right
Fernando Morientes,33,185.42,174,78,84,5,57,right
Gabriel Paulista,26,187.96,159,78,51,16,74,right
Gennaro Gattuso,35,177.8,170,78,59,15,91,right
Giannelli Imbula Wanga,24,185.42,170,78,29,23,73,left
Giuseppe Rossi,29,172.72,159,78,87,38,24,left
Gregory van der Wiel,28,180.34,152,78,43,21,75,right
Guilherme Siqueira,30,182.88,168,78,82,32,77,left
Haavard Nordtveit,26,187.96,183,78,56,21,78,right
Hakim Ziyech,23,180.34,154,78,74,27,60,left
Helton,38,187.96,176,78,16,26,40,right
Hilton,39,180.34,172,78,64,24,76,right
Hugo Mallo,25,172.72,152,78,23,22,76,right
Hugo Viana,30,177.8,163,78,79,12,63,left
Iago Aspas,29,175.26,148,78,74,27,63,left
Iago Falque,26,175.26,152,78,68,32,48,left
Ibrahim Afellay,30,180.34,168,78,70,28,52,right
Ivan Cordoba,36,172.72,161,78,69,10,79,right
Ivan Marcano,29,187.96,170,78,35,29,78,left
Jakub Blaszczykowski,31,175.26,170,78,70,34,62,right
Jaume Costa,28,170.18,137,78,56,25,81,left
Jeffrey Bruma,25,187.96,192,78,39,27,81,right
Jermain Defoe,34,170.18,154,78,68,28,63,right
Jesus Corona,23,172.72,137,78,70,24,45,right
Jesus Gamez,31,182.88,170,78,53,28,86,right
Jetro Willems,22,170.18,161,78,46,22,76,left
Ji-Sung Park,33,177.8,161,78,74,18,42,right
Joel Veltman,24,182.88,161,78,42,29,75,right
Jonas Hector,26,185.42,165,78,62,30,71,left
Jonny Evans,28,187.96,170,78,44,28,78,right
Jose Paolo Guerrero,31,185.42,181,78,77,25,70,right
Jose Raul Baena,27,180.34,179,78,56,21,91,right
Juan Quintero,23,170.18,141,78,71,22,43,left
Kasper Schmeichel,30,185.42,168,78,26,27,33,right
Kenneth Vermeer,30,182.88,172,78,30,29,35,right
Kevin Wimmer,24,187.96,187,78,35,25,76,left
Kingsley Coman,20,177.8,157,78,70,17,32,right
Kolo Toure,34,177.8,168,78,57,28,85,right
Kyriakos Papadopoulos,24,182.88,196,78,46,24,92,right
Leo Baptistao,24,180.34,157,78,65,24,38,right
Lisandro Lopez,27,187.96,176,78,48,33,80,right
Ljubomir Fejsa,28,185.42,176,78,56,32,88,right
Lorenzo Tonelli,26,182.88,172,78,35,28,85,right
Lucas Vazquez,25,172.72,152,78,56,19,54,right
Luciano Dario Vietto,23,172.72,154,78,69,21,66,right
Ludovic Lamine Sane,29,193.04,170,78,33,22,79,right
Luis Figo,37,180.34,165,78,82,4,73,right
Lukas Podolski,31,182.88,183,78,83,38,66,left
Lukasz Fabianski,30,190.5,183,78,22,25,43,right
Luke Shaw,21,185.42,165,78,53,28,64,left
Luuk de Jong,26,187.96,190,78,78,31,50,right
Madjid Bougherra,29,187.96,196,78,39,9,77,right
Manolo Gabbiadini,25,185.42,179,78,72,30,59,left
Manuel Lanzini,23,170.18,146,78,67,20,35,right
Mapou Yanga-Mbiwa,27,182.88,170,78,49,32,84,right
Marcel Schmelzer,28,180.34,159,78,46,27,81,left
Marcelo Brozovic,24,180.34,150,78,69,13,71,right
Marco Sportiello,24,193.04,192,78,21,22,23,right
Marcos Rojo,26,185.42,187,78,64,26,88,left
Marcus Berg,29,182.88,163,78,70,26,61,right
Marek Suchy,28,182.88,168,78,64,43,72,right
Mario Suarez,29,187.96,176,78,69,24,76,right
Markel Susaeta,28,177.8,150,78,59,26,63,right
Marouane Fellaini,29,193.04,187,78,64,32,92,right
Martin Braithwaite,25,180.34,170,78,71,27,75,right
Martin Demichelis,36,182.88,172,78,46,31,87,right
Martin Montoya,25,175.26,159,78,50,28,79,right
Mateo Kovacic,22,177.8,170,78,59,35,71,right
Mathew Ryan,23,182.88,181,78,25,22,43,right
Mauricio,28,185.42,170,78,52,38,84,right
Mehmet Topal,29,187.96,181,78,74,34,78,right
Mexer,28,185.42,172,78,38,25,78,right
Michel Bastos,33,177.8,163,78,72,29,65,left
Miguel Layun,28,177.8,152,78,75,45,69,right
Mikel Arteta,34,175.26,141,78,85,33,75,right
Mikel Rico,32,177.8,168,78,61,31,72,right
Milan Badelj,27,185.42,168,78,69,27,78,right
Mustapha Bayal Sall,31,190.5,212,78,54,26,88,right
Nacer Chadli,27,187.96,176,78,76,50,59,right
Nicolas Lodeiro,27,170.18,152,78,76,32,49,left
Nikola Kalinic,28,187.96,176,78,70,15,70,right
Nordin Amrabat,29,177.8,170,78,77,33,67,right
Oliver Baumann,26,187.96,181,78,22,26,32,right
Oliver Torres,22,175.26,139,78,65,24,58,right
Oscar Wendt,31,180.34,181,78,65,23,69,left
Owen Hargreaves,31,180.34,161,78,72,9,72,right
Papiss Cisse,30,182.88,161,78,80,26,51,right
Pedro Leon,29,182.88,161,78,71,28,55,right
Pedro Mosquera,28,182.88,170,78,51,21,70,left
Rafa Silva,23,170.18,139,78,59,22,40,right
Raul Marcelo Bobadilla,29,180.34,194,78,68,30,86,right
Ricardo Carvalho,38,182.88,174,78,38,21,84,right
Riccardo Saponara,25,182.88,161,78,67,36,52,right
Robert Huth,32,190.5,194,78,54,25,91,right
Rodrigo,25,180.34,170,78,82,45,67,left
Romain Hamouma,29,177.8,163,78,72,28,59,right
Ronaldinho,35,182.88,168,78,86,25,60,right
Ruben Baraja,34,180.34,165,78,76,5,85,right
Ryan Bertrand,27,177.8,187,78,52,32,73,left
Ryan Giggs,41,177.8,157,78,90,18,60,left
Sadio Mane,24,175.26,165,78,71,27,61,right
Salomon Kalou,31,182.88,170,78,86,38,38,right
Scott Dann,29,190.5,172,78,30,30,73,right
Sebastian Kehl,35,187.96,176,78,66,23,80,left
Sebastian Meoli,33,185.42,176,78,80,55,50,right
Sergi Roberto,24,177.8,157,78,57,19,64,right
Simon Mignolet,28,193.04,192,78,41,27,34,right
Simon Rolfes,33,190.5,183,78,69,22,70,left
Sofiane Boufal,22,170.18,132,78,69,24,47,right
Stefan Reinartz,26,187.96,192,78,50,26,85,right
Steven Defour,28,175.26,159,78,69,29,81,right
Sven Kums,28,175.26,150,78,78,34,73,right
Teofilo Gutierrez,31,177.8,181,78,72,34,77,right
Thorgan Hazard,23,175.26,152,78,73,34,62,right
Tim Krul,28,193.04,181,78,42,22,39,left
Tomas Pina,29,185.42,172,78,59,18,89,right
Tomas Ujfalusi,35,185.42,168,78,52,15,78,right
Valere Germain,26,180.34,161,78,77,26,65,right
Vladimir Darida,26,170.18,141,78,74,39,58,right
Wahbi Khazri,25,182.88,168,78,75,22,74,right
Weligton,36,185.42,157,78,33,23,91,left
Wes Morgan,32,185.42,205,78,17,23,79,right
Wilfried Zaha,24,180.34,146,78,66,30,64,right
Wissam Ben Yedder,25,170.18,150,78,74,22,55,right
Wojciech Szczesny,26,195.58,185,78,18,23,40,right
Yann M'Vila,25,182.88,176,78,68,20,83,right
Yassine Chikhaoui,29,187.96,176,78,62,20,40,right
Younes Belhanda,26,177.8,165,78,80,14,69,right
Yunus Malli,24,177.8,159,78,68,43,48,right
Zlatko Junuzovic,29,172.72,152,78,70,39,79,right
Zvjezdan Misimovic,30,180.34,176,78,78,10,51,right
Aaron Hunt,30,182.88,161,77,81,27,59,left
Aaron Lennon,28,165.1,139,77,62,26,57,right
Abdul Rahman Baba,22,177.8,154,77,42,27,73,left
Admir Mehmedi,25,182.88,176,77,69,38,68,right
Adrian Lopez,28,182.88,161,77,67,31,58,right
Adrien Rabiot,21,187.96,157,77,68,14,74,left
Adrien Regattin,25,167.64,146,77,72,24,77,right
Aissa Mandi,25,182.88,172,77,35,22,76,right
Alberto Aquilani,32,185.42,174,77,73,43,66,right
Alberto De la Bella,31,182.88,181,77,49,21,69,left
Alberto Fontana,42,185.42,161,77,58,4,56,right
Alberto Moreno,24,170.18,143,77,54,24,71,left
Alberto Paloschi,26,182.88,176,77,79,37,83,right
Alejandro Dominguez,34,175.26,161,77,78,21,60,right
Alen Halilovic,20,170.18,143,77,75,10,40,left
Alessandro Gamberini,34,185.42,176,77,41,25,75,right
Alessandro Matri,32,182.88,176,77,74,38,50,right
Alessio Cerci,29,180.34,172,77,76,56,62,left
Alexander Frei,34,180.34,163,77,88,10,76,right
Alexandr Kerzhakov,34,175.26,168,77,80,22,79,right
Alfred N'Diaye,26,190.5,176,77,54,21,85,right
Alhassane Bangoura,24,175.26,159,77,51,21,68,right
Allan Nyom,27,187.96,179,77,37,21,80,right
Anders Lindegaard,32,193.04,174,77,42,27,34,right
Andre Hahn,25,185.42,176,77,49,31,79,right
Andrea Ranocchia,28,195.58,179,77,34,45,76,right
Andres Fernandez,29,182.88,190,77,21,23,40,right
Andreu Fontas,27,185.42,196,77,52,21,77,left
Andriy Shevchenko,33,182.88,159,77,82,5,60,right
Andy Carroll,27,190.5,174,77,73,27,85,left
Angel Correa,21,175.26,154,77,55,24,41,right
Antonio Adan,28,190.5,203,77,25,18,41,left
Antonio Di Natale,39,170.18,154,77,80,45,48,right
Antonio Rukavina,32,177.8,163,77,42,29,81,right
Arkadiusz Milik,22,185.42,172,77,79,21,67,left
Arouna Kone,33,182.88,179,77,67,26,47,right
Arthur Boka,33,165.1,143,77,52,26,77,left
Bafetimbi Gomis,31,182.88,170,77,83,32,52,right
Balde Diao Keita,21,182.88,176,77,58,22,54,right
Baye Oumar Niasse,26,182.88,181,77,67,13,56,right
Benjamin Lecomte,25,185.42,172,77,20,23,23,left
Benjamin Moukandjo,28,180.34,163,77,79,22,51,right
Benjamin Stambouli,25,180.34,181,77,50,21,81,right
Bostjan Cesar,33,190.5,196,77,46,31,81,left
Brad Friedel,44,187.96,203,77,40,20,43,right
Carlos Zambrano,26,185.42,183,77,44,20,91,right
Cassio,27,195.58,220,77,25,49,45,left
Cedric Soares,25,172.72,148,77,60,28,75,right
Celso Borges,28,182.88,181,77,75,39,68,right
Chancel Mbemba,21,182.88,181,77,31,16,74,right
Charles Kabore,28,182.88,172,77,65,21,83,right
Charlie Austin,27,187.96,185,77,77,25,67,right
Cheick Diabate,28,193.04,194,77,80,24,83,right
Chico,27,187.96,165,77,42,18,90,right
Christian Traesch,29,180.34,165,77,51,26,82,right
Christopher Samba,32,193.04,220,77,39,26,88,right
Claudio Beauvue,28,175.26,146,77,70,29,54,right
Claudio Pizarro,38,182.88,185,77,81,29,68,right
Cristian Benitez,27,170.18,159,77,63,17,83,right
Cyril Thereau,33,187.96,172,77,73,38,66,right
Daniel Agger,32,190.5,185,77,65,34,77,left
Daniel Ginczek,25,190.5,192,77,73,24,81,right
Daniel Jarque,25,187.96,168,77,75,3,70,left
Daniel Wass,27,180.34,163,77,64,31,63,right
Daryl Janmaat,26,185.42,176,77,62,27,84,right
Davy Proepper,25,185.42,159,77,69,27,76,right
Dele Alli,20,185.42,168,77,52,44,79,right
Dennis Praet,22,180.34,172,77,56,27,64,right
Diego Rolan,23,177.8,157,77,75,18,62,right
Diego Valeri,30,177.8,165,77,71,36,53,right
Diogo Figueiras,25,167.64,141,77,48,22,80,right
Dirk Kuyt,36,182.88,185,77,87,35,73,right
Duvan Zapata,25,187.96,194,77,64,20,58,right
Elias,29,172.72,165,77,69,26,80,right
Eliseu,33,175.26,165,77,64,32,87,left
Elseid Hysaj,22,182.88,154,77,40,24,78,right
Emanuele Giaccherini,31,167.64,132,77,69,30,66,right
Emiliano Moretti,35,182.88,174,77,49,27,78,left
Eric Durm,24,182.88,159,77,55,26,67,right
Eric Maxim Choupo-Moting,27,190.5,201,77,75,46,59,right
Esteban Granero,28,180.34,165,77,73,19,73,right
Etienne Capoue,27,187.96,176,77,52,23,77,right
Eugen Polanski,30,182.88,172,77,79,27,88,right
Fabian Delph,27,175.26,132,77,65,39,82,left
Fabian Schaer,25,185.42,187,77,82,29,72,right
Fabricio Coloccini,34,182.88,183,77,58,35,82,right
Federico Bernardeschi,22,182.88,165,77,68,29,52,left
Federico Fazio,29,195.58,201,77,33,17,81,right
Francisco Navarro Yeste,32,182.88,154,77,81,6,64,left
Franco Di Santo,27,193.04,194,77,75,45,77,right
Frank Lampard,38,182.88,196,77,84,36,72,right
Fredy Montero,29,175.26,152,77,77,33,52,right
Gabriel Paletta,30,190.5,194,77,35,33,78,right
Gaston Ramirez,26,182.88,172,77,73,28,57,left
Geoffrey Jourdren,30,180.34,179,77,19,23,20,right
Geromel,31,190.5,185,77,60,22,75,right
Glen Johnson,32,182.88,154,77,60,33,75,right
Gokhan Inler,32,182.88,176,77,74,28,80,right
Graziano Pelle,30,193.04,185,77,76,35,73,right
Guram Kashia,29,185.42,179,77,60,21,84,right
Gustavo Cabral,31,182.88,179,77,47,20,84,right
Hector Bellerin,21,177.8,163,77,62,28,72,right
Hector Herrera,26,182.88,159,77,60,38,85,right
Henri Saivet,26,175.26,161,77,66,27,59,right
Heung-Min Son,24,182.88,174,77,71,31,53,right
Hiroshi Kiyotake,27,172.72,146,77,66,21,28,right
Ibai Gomez,26,177.8,159,77,66,25,64,right
Ignacio Piatti,31,180.34,168,77,69,38,66,right
Ignazio Abate,30,180.34,161,77,48,38,76,right
Ikechukwu Uche,32,177.8,157,77,67,24,51,right
Imanol Agirretxe,28,187.96,170,77,64,23,59,right
Jack Cork,27,185.42,152,77,47,30,70,right
Jaime Valdes,34,175.26,157,77,75,25,61,right
Jamie Carragher,35,185.42,183,77,38,13,82,right
Jannik Vestergaard,24,198.12,216,77,43,23,81,left
Jean-Alain Boumsong,33,190.5,194,77,30,12,82,right
Jefferson Montero,27,170.18,141,77,68,26,40,right
Jemerson,24,182.88,170,77,54,8,72,right
Jesus Datolo,32,177.8,159,77,73,22,46,left
John Anthony Brooks,23,193.04,172,77,45,23,71,left
John Obi Mikel,29,187.96,183,77,45,26,88,right
John Stones,22,187.96,165,77,37,22,70,right
Jonas Olsson,33,193.04,185,77,51,21,82,left
Jonathan Biabiany,28,177.8,161,77,63,29,55,right
Jonathan Viera,27,170.18,141,77,70,28,56,right
Jonjo Shelvey,24,182.88,183,77,71,32,82,right
Jony,25,177.8,176,77,60,22,64,left
Jordy Clasie,25,170.18,154,77,64,27,86,right
Jores Okore,24,182.88,176,77,33,24,81,right
Jose Canas,29,177.8,152,77,47,20,85,right
Jose Holebas,32,182.88,174,77,57,29,82,left
Jose Luis Morales,29,180.34,154,77,68,27,59,right
Josip Drmic,24,180.34,176,77,74,28,70,right
Juan Manuel Iturbe,23,170.18,137,77,62,25,74,left
Julian Baumgartlinger,28,182.88,181,77,59,30,83,right
"Juninho Pernambucano,20",38,177.8,163,77,80,19,61,right
Juraj Kucka,29,185.42,185,77,71,29,80,right
Keisuke Honda,30,182.88,168,77,76,38,48,left
Kevin-Prince Boateng,29,185.42,190,77,67,39,78,right
Laurent Ciman,31,182.88,154,77,47,42,85,right
Lazar Markovic,22,175.26,146,77,70,29,41,right
Leandro Romagnoli,35,172.72,150,77,82,15,59,right
Lee Cattermole,28,177.8,168,77,64,25,91,right
Leon Goretzka,21,187.96,174,77,51,30,75,right
Lewis Holtby,26,175.26,159,77,66,35,77,left
Lior Rafaelov,30,175.26,154,77,75,21,38,right
Luca Antonelli,29,182.88,174,77,51,29,73,left
Lucas Alfonso Orban,27,182.88,172,77,61,19,82,left
Lucas Digne,23,177.8,163,77,28,20,73,left
Lucho Gonzalez,35,185.42,165,77,82,26,73,right
Luis Aguiar,27,182.88,179,77,84,9,73,right
Luis Fabiano,35,185.42,187,77,78,25,84,right
Mame Biram Diouf,29,185.42,174,77,75,27,70,right
Marcelo,27,182.88,163,77,42,66,74,right
Marco Andreolli,29,187.96,179,77,34,30,77,right
Marco Hoeger,27,182.88,183,77,74,26,82,right
Marco Matias,27,182.88,159,77,67,23,55,right
Mariano,29,177.8,152,77,61,30,76,right
Mark Noble,29,180.34,168,77,88,32,81,right
Marwin Hitz,29,193.04,185,77,22,23,25,right
Mathieu Bodmer,34,190.5,198,77,76,34,78,right
Maxi Lopez,32,190.5,194,77,73,33,63,right
Maximilian Arnold,22,182.88,163,77,59,34,62,left
Mehmet Ekici,26,180.34,174,77,74,40,70,right
Micah Richards,28,180.34,183,77,53,35,85,right
Milan Bisevac,33,185.42,187,77,59,24,74,right
Morgan De Sanctis,39,190.5,181,77,21,26,35,right
Morgan Sanson,22,180.34,159,77,68,25,74,right
Nacho Fernandez,26,177.8,165,77,45,17,72,right
Nampalys Mendy,24,167.64,150,77,55,21,79,right
Nemanja Gudelj,25,187.96,192,77,74,31,84,right
Nicola Sansone,25,172.72,150,77,68,36,36,right
Nicolas Anelka,35,185.42,176,77,80,19,56,right
Nicolas Pareja,32,180.34,163,77,69,28,83,right
Nuno Assis,35,167.64,139,77,68,7,55,right
Odion Ighalo,27,177.8,170,77,63,34,66,right
Omar El Kaddouri,26,185.42,163,77,70,28,56,right
Oscar Cardozo,33,193.04,192,77,78,36,72,left
Oscar Trejo,28,180.34,174,77,71,29,69,right
Pablo Aimar,36,170.18,137,77,75,20,62,right
Pablo Hernandez,29,185.42,179,77,62,36,62,left
Pablo Osvaldo,30,182.88,179,77,80,40,74,right
Pablo Sarabia,24,175.26,154,77,61,25,32,left
Paolo Maldini,41,185.42,187,77,90,4,76,right
Pape Kouli Diop,30,180.34,161,77,61,38,85,right
Papy Djilobodji,28,193.04,181,77,27,48,92,left
Paul Verhaegh,32,177.8,163,77,86,25,69,right
Per Ciljan Skjelbred,29,175.26,163,77,55,40,79,right
Philipp Wollscheid,27,193.04,194,77,42,20,80,right
Phillippe Mexes,34,187.96,181,77,57,51,86,right
Pierre-Michel Lasogga,25,187.96,194,77,76,30,84,right
Pirmin Schwegler,29,177.8,163,77,66,19,70,right
Rafael Martins,27,177.8,161,77,74,29,80,right
Rafael van der Vaart,33,175.26,163,77,79,36,64,left
Ragnar Klavan,30,187.96,187,77,44,25,77,left
Remy Riou,29,187.96,179,77,23,23,29,right
Ricardo Alvarez,28,187.96,185,77,64,32,65,left
Riechedly Bazoer,20,182.88,163,77,46,18,72,right
Roberto Fabian Ayala,37,177.8,165,77,62,5,84,right
Roberto Hilbert,31,182.88,183,77,42,18,76,right
Ruben Pardo,23,182.88,150,77,69,15,59,right
Ruud van Nistelrooy,36,187.96,176,77,90,10,68,right
Ryad Boudebouz,26,177.8,163,77,87,23,58,left
Salif Sane,26,195.58,187,77,43,22,84,right
Samuel Castillejo,21,177.8,134,77,51,20,48,left
Samuel Garcia,26,177.8,161,77,63,29,48,right
Santiago Gentiletti,31,182.88,174,77,43,18,80,left
Sebastian Langkamp,28,190.5,187,77,38,30,73,right
Senad Lulic,30,182.88,172,77,55,38,76,left
Sergio Rico,23,193.04,194,77,24,14,27,right
Shunsuke Nakamura,32,177.8,148,77,62,5,29,left
Sidnei,27,185.42,181,77,58,43,78,right
Sime Vrsaljko,24,182.88,168,77,51,21,73,right
Stanislav Kritsyuk,26,193.04,187,77,14,20,27,right
Stefano Mauri,36,182.88,174,77,74,35,61,left
Stefano Sorrentino,37,185.42,190,77,20,21,22,right
Stefano Sturaro,23,180.34,174,77,69,30,81,right
Stephane Sessegnon,31,167.64,165,77,77,21,72,right
Steven Pienaar,33,170.18,146,77,63,20,71,right
Sung-Yueng Ki,27,185.42,165,77,76,28,68,right
Sven Ulreich,28,193.04,185,77,22,25,25,right
Sylvain Distin,38,193.04,194,77,47,21,77,left
Thiago Neves,30,182.88,154,77,72,23,32,left
Thomas Heurtaux,28,185.42,176,77,39,34,79,right
Tito,31,175.26,137,77,45,16,83,right
Tom Cleverley,27,175.26,148,77,72,31,71,right
Vagner Love,32,172.72,159,77,81,12,72,left
Vedad Ibisevic,32,187.96,181,77,69,36,80,right
Vicente Guaita,28,190.5,179,77,19,17,24,right
Victor Ibarbo,26,187.96,176,77,70,42,66,right
Victor Wanyama,24,187.96,168,77,65,26,90,right
Vincent Aboubakar,24,182.88,181,77,76,30,78,right
Vincent Janssen,22,182.88,176,77,77,12,74,left
Virgil van Dijk,25,193.04,203,77,64,25,74,right
Walter,27,177.8,185,77,75,25,75,right
Wendell,23,175.26,146,77,46,19,87,left
Wilfredo Caballero,35,185.42,176,77,16,25,30,right
Xabier Etxeita,28,185.42,174,77,31,24,86,right
Xabier Prieto,33,185.42,168,77,84,27,57,right
Xandao,28,193.04,185,77,41,17,78,right
Yannick Bolasie,27,185.42,185,77,65,41,76,right
Yuri Zhirkov,33,180.34,165,77,72,22,84,left
Achille Emana,34,180.34,170,76,76,29,70,right
Ahmed Hassan Koka,22,190.5,187,76,79,33,78,right
Ahmed Musa,24,167.64,152,76,69,18,33,right
Aiden McGeady,30,177.8,157,76,77,29,77,right
